City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Avera,US,33.194,-82.5271,63.91,55,95,9.08,overcast clouds
448,Muriwai Beach,NZ,-36.8167,174.45,65.77,84,100,15.3,overcast clouds
449,Khetia,IN,21.6667,74.5833,91.56,31,2,8.66,clear sky
450,Eyl,SO,7.9803,49.8164,82.49,83,59,7.87,broken clouds
451,Oranjemund,NA,-28.55,16.4333,55.71,71,89,7.99,overcast clouds
452,Geraldton,AU,-28.7667,114.6,70.21,46,0,8.05,clear sky
453,Esik,KZ,43.3552,77.4525,51.22,50,0,5.61,clear sky
454,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.71,99,100,0.69,overcast clouds
455,Mogzon,RU,51.7435,111.9606,35.46,85,100,15.88,overcast clouds
456,Mamallapuram,IN,12.6264,80.1722,86.05,71,100,5.44,overcast clouds
457,Traverse City,US,44.7631,-85.6206,59.11,50,75,3.44,broken clouds
458,Ushtobe,KZ,45.2514,77.9838,57.51,34,0,17.38,clear sky
459,Verkhniy Fiagdon,RU,42.8333,44.3053,38.07,94,100,2.01,overcast clouds
460,Shenkursk,RU,62.1091,42.896,35.58,83,100,7.25,overcast clouds
461,Auriflama,BR,-20.6856,-50.5547,64.22,73,0,6.38,clear sky
462,Pangnirtung,CA,66.1451,-65.7125,19.98,91,89,5.3,overcast clouds
463,Camana,PE,-16.6228,-72.7111,65.21,92,11,10.09,few clouds
464,Ayacucho,PE,-13.1583,-74.2239,54.66,80,39,3.78,scattered clouds
465,Alexandria,EG,31.2156,29.9553,65.77,54,9,12.46,clear sky
466,Launceston,AU,-41.45,147.1667,58.15,75,100,8.05,overcast clouds
467,Kano,NG,12.0001,8.5167,87.01,36,55,6.93,broken clouds
468,Mount Isa,AU,-20.7333,139.5,78.57,61,40,11.5,scattered clouds
469,Den Helder,NL,52.9599,4.7593,46.96,88,100,8.05,overcast clouds
470,Venado Tuerto,AR,-33.7456,-61.9688,59.77,69,89,7.76,overcast clouds
471,Tyup,KG,42.7276,78.3648,62.28,44,0,0.78,clear sky
472,Camacupa,AO,-12.0167,17.4833,59.02,80,5,3.09,clear sky
473,Teya,RU,60.3778,92.6267,28.18,82,100,7.81,light snow
474,Chimbote,PE,-9.0853,-78.5783,64.6,88,97,6.96,overcast clouds
475,Camopi,GF,3.1655,-52.3158,71.51,99,85,1.88,overcast clouds
476,Izumo,JP,35.3667,132.7667,61.45,55,100,9.89,overcast clouds
477,La Cruz,MX,23.9167,-106.9,74.73,74,100,2.59,overcast clouds
478,Izhma,RU,65.0083,53.9113,36.54,95,100,10.2,light rain
479,Ribeira Brava,PT,32.65,-17.0667,64.0,58,17,4.45,few clouds
480,Solok,ID,-0.7918,100.6593,77.95,62,59,0.76,broken clouds
481,Ngunguru,NZ,-35.6167,174.5,68.05,66,100,10.29,overcast clouds
482,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,39.27,78,12,6.44,few clouds
483,Plettenberg Bay,ZA,-34.0527,23.3716,57.02,60,100,4.7,overcast clouds
484,Bibiani,GH,6.4635,-2.3194,72.97,99,100,1.23,overcast clouds
485,Dryden,CA,49.7833,-92.7503,46.69,93,100,9.22,overcast clouds
486,Coahuayana,MX,18.7333,-103.6833,73.96,81,0,3.22,clear sky
487,Panaba,MX,21.2833,-88.2667,85.84,58,4,13.87,clear sky
488,Rincon,US,32.296,-81.2354,64.85,63,0,12.66,clear sky
489,Chernaya Kholunitsa,RU,58.8511,51.7154,44.94,67,25,8.05,scattered clouds
490,Viedma,AR,-40.8135,-62.9967,57.16,54,100,8.95,overcast clouds
491,Pierre,US,44.3683,-100.351,68.27,71,100,10.36,overcast clouds
492,Ponta Delgada,PT,37.7333,-25.6667,62.51,82,20,3.44,few clouds
493,Caliling,PH,9.9804,122.4814,84.02,72,100,12.59,overcast clouds
494,Iquitos,PE,-3.7481,-73.2472,73.44,100,75,2.3,broken clouds
495,Safaga,EG,26.7292,33.9365,78.96,36,98,3.24,overcast clouds
496,Irece,BR,-11.3042,-41.8558,66.0,80,1,10.76,clear sky
497,Kuraymah,SD,18.55,31.85,79.74,13,5,11.88,clear sky
498,Husavik,IS,66.0449,-17.3389,43.07,88,100,4.52,light rain
499,Sitka,US,57.0531,-135.33,51.69,66,0,17.27,clear sky
500,Segezha,RU,63.7415,34.3222,30.88,84,14,4.99,few clouds
501,Garachine,PA,8.0647,-78.3628,81.36,82,93,1.83,overcast clouds
502,College,US,64.8569,-147.8028,47.07,53,75,5.75,broken clouds
503,Rio Gallegos,AR,-51.6226,-69.2181,46.36,62,32,21.3,scattered clouds
504,Sokolo,ML,14.7328,-6.1219,93.27,24,44,3.0,scattered clouds
505,Padang,ID,-0.9492,100.3543,82.45,65,31,0.76,scattered clouds
506,Bozova,TR,37.3625,38.5267,56.32,61,71,0.49,broken clouds
507,Ust-Shonosha,RU,61.1531,41.343,34.97,86,100,7.02,overcast clouds
508,Dalbandin,PK,28.8947,64.4101,83.77,13,2,6.53,clear sky
509,Toamasina,MG,-18.1667,49.3833,71.78,90,0,3.53,clear sky
510,Koumac,NC,-20.5667,164.2833,79.63,51,100,4.56,overcast clouds
511,Kiruna,SE,67.8557,20.2251,27.52,80,40,8.05,scattered clouds
512,Guilin,CN,25.2819,110.2864,71.98,89,100,1.19,overcast clouds
513,Vardo,NO,70.3705,31.1107,30.18,80,20,20.71,few clouds
514,Yambio,SS,4.5721,28.3955,67.89,98,96,3.78,overcast clouds
515,Padampur,IN,29.6833,73.6167,91.62,14,0,10.4,clear sky
516,Narsaq,GL,60.9167,-46.05,46.62,85,75,1.61,broken clouds
517,Palu,ID,-0.8917,119.8707,85.55,80,100,2.51,overcast clouds
518,Makakilo City,US,21.3469,-158.0858,82.72,57,40,14.97,scattered clouds
519,Brae,GB,60.3964,-1.353,47.3,91,100,20.71,overcast clouds
520,Mormugao,IN,15.4,73.8,83.14,77,100,10.51,light rain
521,Fomboni,KM,-12.28,43.7425,82.31,74,98,15.46,overcast clouds
522,Kouroussa,GN,10.65,-9.8833,77.2,78,100,2.24,overcast clouds
523,Markivka,UA,49.5229,39.5705,46.27,60,2,4.36,clear sky
524,Minab,IR,27.1467,57.0801,82.15,54,0,5.08,clear sky
525,Aykhal,RU,66.0,111.5,15.93,87,100,22.17,overcast clouds
526,Dehloran,IR,32.6941,47.2679,69.46,26,0,4.29,clear sky
527,Qui Nhon,VN,13.7667,109.2333,82.83,73,100,4.34,overcast clouds
528,Zurrieq,MT,35.8311,14.4742,60.96,94,40,5.75,scattered clouds
529,Glendive,US,47.1053,-104.7125,51.49,71,0,1.99,clear sky
530,Sharanga,RU,57.1775,46.5396,47.05,68,85,10.09,overcast clouds
531,Mizan Teferi,ET,6.9833,35.5833,61.05,96,73,2.51,light rain
532,Zilair,RU,52.2332,57.4392,46.04,43,100,11.45,overcast clouds
533,Hit,IQ,33.6416,42.8251,66.81,38,0,4.03,clear sky
534,Ketchikan,US,55.3422,-131.6461,59.47,41,0,8.05,clear sky
535,Ziway,ET,7.9333,38.7167,66.07,62,25,3.62,scattered clouds
536,Sheridan,US,44.8333,-106.9173,52.18,51,20,10.36,few clouds
537,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,100,15.66,light rain
538,Kambarka,RU,56.2694,54.2062,47.32,63,2,3.51,clear sky
539,Tarazona,ES,41.9,-1.7333,51.62,69,6,6.11,clear sky
540,Clyde,US,41.3042,-82.9752,53.56,56,100,8.23,overcast clouds
541,Kathu,TH,7.9178,98.3332,85.69,99,100,8.25,light rain
542,Agadez,NE,19.75,10.25,84.27,17,56,13.27,broken clouds
543,Gardanne,FR,43.4549,5.4691,54.97,84,15,3.65,few clouds
544,San Jeronimo,PE,-11.9472,-75.2829,52.59,75,91,0.78,overcast clouds
545,Parrita,CR,9.5201,-84.3225,80.55,84,78,0.96,broken clouds
546,Sakakah,SA,29.9697,40.2064,64.31,20,70,4.7,broken clouds
547,Katsuura,JP,35.1333,140.3,57.22,87,100,9.35,light rain
548,Wahpeton,US,46.2652,-96.6059,59.02,88,0,12.66,clear sky
549,Chernyshevsk,RU,52.5243,117.0174,64.47,24,100,12.5,overcast clouds
550,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.57,88,4,1.83,clear sky
551,Ambulu,ID,-8.345,113.6058,83.84,75,73,0.49,broken clouds
552,Hatillo,PR,18.4863,-66.8254,80.38,91,1,6.96,clear sky
553,Ayan,RU,56.45,138.1667,36.23,72,7,8.01,clear sky
554,Tilichiki,RU,60.4667,166.1,33.46,90,100,2.26,overcast clouds
555,Chicama,PE,-7.8447,-79.1469,59.54,87,37,7.18,scattered clouds
556,Chapais,CA,49.7834,-74.8492,34.25,82,49,3.85,scattered clouds
557,San Policarpo,PH,12.1791,125.5072,84.16,68,59,10.65,broken clouds
558,Buala,SB,-8.145,159.5921,84.02,77,93,10.11,moderate rain
559,Hereford,GB,52.0568,-2.7148,53.06,86,99,5.61,overcast clouds
560,Nisia Floresta,BR,-6.0911,-35.2086,77.81,89,100,8.75,light rain
561,Kulob,TJ,37.9145,69.783,72.36,56,19,6.71,few clouds
562,Cururupu,BR,-1.8283,-44.8683,74.08,98,99,2.33,moderate rain
563,Ende,ID,-8.8432,121.6623,84.79,68,72,9.26,broken clouds
564,Edd,ER,13.9297,41.6925,82.38,82,100,7.36,overcast clouds
565,Yhu,PY,-25.05,-55.9167,57.02,93,0,4.97,clear sky
566,Khromtau,KZ,50.2503,58.4347,46.98,44,100,14.9,overcast clouds
567,Solnechnyy,RU,50.7214,136.6319,53.89,50,18,9.75,few clouds
568,Port Lincoln,AU,-34.7333,135.8667,63.01,55,100,5.17,overcast clouds
569,Sistranda,NO,63.7256,8.834,42.76,78,100,14.07,light rain
570,Finsterwalde,DE,51.6333,13.7167,51.1,80,0,5.1,clear sky
571,Lynn Haven,US,30.2455,-85.6483,73.98,82,0,0.0,clear sky
572,Leninsk,RU,48.7119,45.1994,46.74,59,100,8.52,overcast clouds
573,Ulaangom,MN,49.9811,92.0667,38.89,28,29,5.68,scattered clouds
574,Monterey,US,36.2505,-121.2516,52.18,49,4,17.52,clear sky
575,Omboue,GA,-1.5746,9.2618,77.13,92,51,4.92,broken clouds
576,Kazuno,JP,40.1836,140.7872,59.36,37,5,15.08,clear sky
577,Haines Junction,CA,60.7522,-137.5108,51.75,28,9,1.14,clear sky
578,Bilgi,IN,16.35,75.6167,83.1,57,95,10.94,overcast clouds
579,Houston,US,29.7633,-95.3633,82.13,79,100,19.57,overcast clouds
580,Kolokani,ML,13.5728,-8.0339,89.8,31,90,2.19,overcast clouds
581,Kenitra,MA,34.261,-6.5802,56.16,73,100,2.77,overcast clouds
582,Manbij,SY,36.5281,37.9549,58.44,56,66,5.06,broken clouds
583,Tavda,RU,58.0425,65.2726,51.64,58,38,4.97,scattered clouds
584,Bitkine,TD,11.9801,18.2138,92.89,18,80,4.52,broken clouds
585,Marysville,US,48.0518,-122.1771,54.01,63,20,14.97,few clouds
586,Lermontovka,RU,47.1453,134.3383,63.57,29,0,10.94,clear sky
587,Ghanzi,BW,-21.5667,21.7833,50.38,39,0,8.25,clear sky
588,Puerto El Triunfo,SV,13.2833,-88.55,82.08,78,87,3.65,overcast clouds
589,Flin Flon,CA,54.7682,-101.865,51.28,55,53,9.37,broken clouds
590,Ordzhonikidze,KZ,52.4411,61.7408,49.05,35,70,10.07,broken clouds
591,Cuamba,MZ,-14.8031,36.5372,62.44,89,9,0.81,clear sky
592,Atbasar,KZ,51.8,68.3333,49.48,37,100,14.43,overcast clouds
593,Mabaruma,GY,8.2,-59.7833,73.35,97,31,2.77,scattered clouds
594,Ust-Kuyga,RU,70.0167,135.6,29.77,97,100,9.17,light snow
595,Tigil,RU,57.8,158.6667,44.38,91,100,1.1,overcast clouds
596,San Quintin,MX,30.4833,-115.95,59.47,74,0,21.54,clear sky
597,Pucallpa,PE,-8.3791,-74.5539,78.84,83,20,0.0,few clouds
598,Malumfashi,NG,11.7853,7.6218,81.39,50,82,8.81,broken clouds
599,Novoanninskiy,RU,50.5287,42.6747,41.56,62,1,0.85,clear sky
600,Moose Factory,CA,51.2585,-80.6094,60.8,33,0,11.5,clear sky
601,San Cristobal,VE,7.7669,-72.225,75.38,98,46,2.55,scattered clouds
602,Aragats,AM,40.4889,44.3528,31.57,85,46,3.53,scattered clouds
603,Ystad,SE,55.4297,13.8204,43.54,78,32,10.16,scattered clouds
604,Bairiki,KI,1.3292,172.9752,86.0,70,40,14.97,scattered clouds
605,Bilibino,RU,68.0546,166.4372,26.6,89,100,7.23,overcast clouds
606,Laguna,US,38.421,-121.4238,60.76,41,0,18.41,clear sky
607,Tamasane,BW,-22.4184,27.4013,58.75,53,0,7.05,clear sky
608,Akyab,MM,20.15,92.9,78.73,90,100,12.17,light rain
609,Arlit,NE,18.7369,7.3853,86.23,15,64,1.43,broken clouds
610,Yafran,LY,32.0633,12.5286,55.98,56,0,4.07,clear sky
611,Surt,LY,31.2089,16.5887,63.52,78,2,5.41,clear sky
612,Carbonia,IT,39.1672,8.5222,58.15,92,63,3.83,broken clouds
613,Hudiksvall,SE,61.729,17.1036,39.29,57,100,3.8,overcast clouds
614,Atambua,ID,-9.1061,124.8925,83.39,57,9,5.86,clear sky
615,Itaituba,BR,-4.2761,-55.9836,74.71,99,95,1.03,light rain
616,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,40,0,28.77,clear sky
617,Esqueda,MX,30.7167,-109.5833,73.58,20,0,22.57,clear sky
618,Alberdi,AR,-32.8899,-60.6906,65.03,74,0,2.3,clear sky
619,Kushima,JP,31.4583,131.2333,69.67,89,100,4.36,overcast clouds
620,Sundby,DK,54.864,11.793,48.02,86,82,9.17,broken clouds
621,Krasnoarmeysk,RU,51.0239,45.6969,45.09,58,85,5.91,overcast clouds
622,Leon,MX,21.1167,-101.6667,84.25,50,79,5.53,broken clouds
623,Xichang,CN,27.8964,102.2634,71.17,73,71,0.94,broken clouds
624,Dalvik,IS,65.9702,-18.5286,40.93,91,100,5.79,overcast clouds
625,Kysyl-Syr,RU,63.8986,122.7617,29.59,84,100,12.5,light snow
626,Sangar,RU,63.9242,127.4739,34.68,96,100,7.29,light snow
627,Karaidel,RU,55.8337,56.9069,46.44,61,100,3.2,overcast clouds
628,Southampton,GB,50.904,-1.4043,49.37,74,4,1.99,clear sky
629,Behbahan,IR,30.5959,50.2417,69.19,22,0,5.35,clear sky
630,Rorvik,NO,64.8621,11.2373,41.31,94,100,22.53,light rain
631,Pandan,PH,14.0453,124.1694,85.3,69,24,10.2,few clouds
632,Sabha,LY,27.0377,14.4283,67.95,25,0,10.69,clear sky
633,Gao,ML,16.6362,1.637,84.06,5,1,11.39,clear sky
634,Mezen,RU,65.8522,44.24,30.18,91,12,5.53,few clouds
635,Ryotsu,JP,38.0833,138.4333,58.23,45,100,1.9,overcast clouds
636,Cerrito,CO,6.8432,-72.694,55.15,97,98,1.88,overcast clouds
637,Yei,SS,4.095,30.6779,66.22,98,100,4.59,overcast clouds
638,Dutse,NG,11.7594,9.3392,85.86,41,32,12.66,scattered clouds
639,Mafinga,TZ,-7.25,35.0667,63.1,78,100,1.86,overcast clouds
640,Muncar,ID,-8.4333,114.3333,85.1,74,12,4.63,few clouds
641,Fort Wellington,GY,6.4,-57.6,77.92,85,4,10.38,clear sky
642,San-Pedro,CI,4.7485,-6.6363,75.94,91,100,3.6,overcast clouds
643,Afsin,TR,38.2477,36.914,45.28,68,18,3.33,few clouds
644,Novomyrhorod,UA,48.7811,31.642,50.54,61,46,7.78,scattered clouds
645,Chaadayevka,RU,53.1427,45.9122,43.83,58,0,3.31,clear sky
646,Beloha,MG,-25.1667,45.05,69.67,83,34,2.93,scattered clouds
647,Vikhorevka,RU,56.1201,101.1636,36.99,39,100,11.39,overcast clouds
648,Morehead,US,37.2711,-87.1764,62.35,72,0,6.91,clear sky
649,Lahaina,US,20.8783,-156.6825,82.4,83,54,9.44,broken clouds
650,Moffat,GB,55.3323,-3.4454,53.62,96,100,10.58,overcast clouds
651,Bawku,GH,11.0616,-0.2417,86.7,48,14,8.61,few clouds
652,Aviles,ES,43.5547,-5.9248,56.93,88,0,3.44,clear sky
653,Bonoua,CI,5.2741,-3.595,82.02,90,91,4.14,overcast clouds
654,San Patricio,US,28.017,-97.5169,82.49,87,1,14.43,clear sky
655,San Pedro,PH,14.35,121.0167,91.35,66,20,9.22,few clouds
656,Norilsk,RU,69.3535,88.2027,22.42,80,100,9.13,overcast clouds
657,Galveston,US,29.3669,-94.9669,81.0,86,0,5.01,clear sky
658,Civitavecchia,IT,42.0933,11.7967,60.62,79,55,6.62,broken clouds
659,Vostok,RU,46.4856,135.8833,52.16,43,100,11.7,overcast clouds
660,Gazanjyk,TM,39.2446,55.5154,59.79,71,99,12.91,overcast clouds
661,Beian,NO,63.6559,9.5683,46.0,75,75,12.66,light rain
662,Kangaba,ML,11.9333,-8.4167,84.43,49,100,9.64,light rain
663,Gimli,CA,50.6336,-96.9907,44.62,65,45,8.05,scattered clouds
664,Samarkand,UZ,39.6542,66.9597,72.82,56,92,4.61,overcast clouds
665,Baghmara,IN,23.795,86.2085,84.9,53,0,7.63,clear sky
666,Myaundzha,RU,63.0494,147.1858,30.56,81,59,10.2,broken clouds
667,Termiz,UZ,37.2242,67.2783,75.29,53,85,6.91,haze
668,Kajaani,FI,64.2273,27.7285,33.85,60,0,5.75,clear sky
669,Tabuk,PH,17.4189,121.4443,86.5,58,82,6.38,broken clouds
670,Huangmei,CN,30.1924,116.025,67.93,79,100,9.24,overcast clouds
671,Pinawa,CA,50.1489,-95.8811,54.75,87,41,8.93,scattered clouds
672,Isabela,PH,6.7085,121.9711,80.65,73,94,4.79,moderate rain
673,Enid,US,36.3956,-97.8784,82.56,72,0,11.5,clear sky
